candidate_id,candidate_election_year,candidate_name,party_full,incumbent_challenge_full,office,total_receipts,total_disbursements,cash_on_hand_end_period,committee_ids,coverage_end_date,candidate_pcc_id,candidate_pcc_name
P40005928,2024,"TORRES, JESUS MR.",REPUBLICAN PARTY,Challenger,P,31751.45,30600.98,1038.35,"{C00775130,C00830091}",2024-09-30 00:00:00,C00830091,TORRES FOR PRESIDENT 2024
P40005936,2024,"MAPSTEAD, LARS DAMIAN 8319014600",LIBERTARIAN PARTY,Challenger,P,1020708.36,1020708.36,0.00,{C00774109},2024-12-18 00:00:00,C00774109,LARS MAPSTEAD FOR PRESIDENT
P40005977,2024,"BECK, PATRICK",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00777318},,C00777318,PATRICK BECK COMMITTEE
P40005993,2024,"FLOYD, MICHAEL",OTHER,Challenger,P,15192.65,13515.99,1676.66,{C00777508},2022-03-31 00:00:00,C00777508,MICHAEL FLOYD FOR PRESIDENT
P40006025,2024,"YEAGER, ANN M",NONE,Challenger,P,0.0,0.0,0.0,{C00777813},,C00777813,YEAGER FOR PRESIDENT 2024
P40006058,2024,"CASH, DAVID MCCULLOUGH",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00778399},,C00778399,EXECUTIVE LEADERSHIP COUNCIL USA
P40006066,2024,"SUTMAN, LIAM JEFFERY",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00778951},,C00778951,SUTMAN COMMITTEE
P40006116,2024,"COOKE, ROBERT SPENCER MR. IV",GREEN PARTY,Challenger,P,0.0,0.0,0.0,{C00780569},,C00780569,COOKE FOR PRESIDENT
P40006140,2024,"BEY, TAMERLANE TIMUR MR. II",INDEPENDENCE PARTY,Challenger,P,0.0,0.0,0.0,{C00780940},,C00780940,THE TAMERLANE BEY 2 FOUNDATION
P40006157,2024,"PINNAVAIA, MATTHEW DAVID",NONE,Challenger,P,0.0,0.0,0.0,{C00781088},,C00781088,MATTHEW PINNAVAIA/GEORGE WASHINGTON/CAMPAIGN COMMITTEE
P40006199,2024,"SAIDE, AHMAD DR.",NONE,Challenger,P,0.0,0.0,0.0,{C00782425},,C00782425,PEOPLE OF AMERICA COMMITTEE
P40006215,2024,"BLAKE, MARTIN ANDREW",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00782524},,C00782524,MARTY4FREEDOM
P40006223,2024,"R19 BODDIE, PRESIDENT",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00782896},,C00782896,PRESIDENT R19 BODDIE 2024
P40006272,2024,"BREWTON, KELVIN",OTHER,Challenger,P,0.0,0.0,0.0,{C00784009},,C00784009,KELVIN BREWTON COMMITTEE TO ELECT FOR PRESIDENT
P40006306,2024,"ANDERSON, MICHAEL M",,Challenger,P,0.0,0.0,0.0,{C00784462},,C00784462,MICHAEL M ANDERSON FOR PRESIDENT
P40006348,2024,"WASHINGTON, LA'RASHA RENEA",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00785782},,C00785782,GODDESSQUEENJUSTME23 SOUL FAMILY & TRIBE SQUAD
P40006355,2024,"JEFFERSON, DAVID CURTIS",DEMOCRATIC PARTY,,P,0.0,0.0,0.0,{C00693184},,C00693184,COMMITTEE FOR AN OPEN UNION
P40006371,2024,"TOLER, RANDY",GREEN PARTY,Challenger,P,0.0,0.0,0.0,{C00786251},,C00786251,RANDY TOLER FOR PRESIDENT
P40006389,2024,"TAYLOR, AARON MICHAEL MR",,Challenger,P,0.0,0.0,0.0,{C00786616},,C00786616,AMERICAN NATIONAL SOCIALIST NAZI PARTY
P40006405,2024,"ELGIN, TJ",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00764944},,C00764944,FRIENDS OF WOLFMAN
P40006413,2024,"ELGIN, TJ",LIBERTARIAN PARTY,Challenger,P,0.0,0.0,0.0,{C00764944},,C00764944,FRIENDS OF WOLFMAN
P40006470,2024,"HUGHES, JAHA M",,Challenger,P,0.0,0.0,0.0,{C00790311},,C00790311,JAY FOR AMERICA
P40006488,2024,"TORII, DENNIS ROGER MR. JR.",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00789206},,C00789206,TORII PRESIDENTIAL COMMITTEE
P40006504,2024,"WALKER, TRENITA HILLARY MS",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00789446},,C00789446,GROUND UP: BUILDING SOCIETY ONE LEVEL AT A TIME TRENITA WALKER
P40006520,2024,"CORDOVA, VINCENT DEAN MR. JR.",INDEPENDENT,Challenger,P,0.00,0.00,0.00,{C00789859},2024-12-31 00:00:00,C00789859,MOVING FORWARD TOGETHER- CORDOVA FOR PRESIDENT
P40006561,2024,"EDWARDS., JASEN LEMAR - H.E. EXECUTOR.",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00694117},,C00694117,EDWARDS-4-AMERICA
P40006579,2024,"DALY, JOHN NATHAN PATRICK MR. I",AMERICAN INDEPENDENT PARTY,Challenger,P,0.0,0.0,0.0,{C00790840},,C00790840,JOHN NATHAN PATRICK DALY I FOR PRESIDENT 2024'
P40006645,2024,"FLECK, STEVEN JOSEPH MX.",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00812925},,C00812925,STEVE FLECK FOR PRESIDENT 2024 END POLITICS NOW
P40006694,2024,"TOULME, A.C. LORD JR.",DEMOCRATIC PARTY,,P,0.0,0.0,0.0,{C00764258},,,
P40006710,2024,"BONNEY, GAVIN LEE MR.",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00816587},,C00816587,MIDNIGHT RIDERS FOR GAVIN BONNEY
P40006785,2024,"KNIGHT, CHAD",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00793174},,C00793174,CHAD KNIGHT FOR PRESIDENT
P40006827,2024,"HANDFORD, TEVIN ALEXANDER MR.",LIBERAL PARTY,Challenger,P,0.0,0.0,0.0,{C00793810},,,
P40006850,2024,"MAGNER, JEFFREY LOUIS",NONE,Challenger,P,0.0,0.0,0.0,{C00794099},,C00794099,JEFFREY
P40006900,2024,"JOHNSON, CHRISTOPHER JAMES",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00795419},,C00795419,"JOHNSON FOR YOU, BY YOU"
P40006918,2024,"LANE, MIKEY MR.",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00795625},,C00795625,MIKEY LANE FOR PRESIDENT
P40006926,2024,"LEDBETTER, MIKE DAVID MR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00795690},,C00795690,MIKE LEDBETTER FOR PRESIDENT
P40006983,2024,"SHERMAN, JASMINE MS.",NO PARTY AFFILIATION,Challenger,P,38462.65,38027.87,434.78,{C00805697},2024-10-22 00:00:00,C00805697,JASMINE SHERMAN FOR PRESIDENT
P40007031,2024,"GAILEY, WILLIAM",DEMOCRATIC PARTY,Challenger,P,974.42,782.08,192.34,{C00797266},2022-03-31 00:00:00,C00797266,WILLIAM GAILEY 2024
P40007064,2024,"MILHORN, MELISSA",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00795674},,C00795674,MELISSA MILHORN 2024
P40007098,2024,"SHEPPARD, THOMAS MR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00829275},,C00829275,SHEPPARD FOR PRESIDENT
P40007155,2024,"DUNN, ADAM MICHAEL",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00800169},,C00800169,ADAM DUNN 2028
P40007189,2024,"SWING, MICHAEL D.",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00801035},,C00801035,MICHAEL D. SWING FOR PRESIDENT
P40007296,2024,"MERCER, LEE",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00796938},,C00796938,MERCER FOR PRESIDENT
P40007304,2024,"AKHLAGHY, NADER DR",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,"{C00785352,C00874586}",,C00874586,
P40007312,2024,"CASTRO, JOHN ANTHONY",REPUBLICAN PARTY,Challenger,P,23998.74,23164.50,10.16,{C00728097},2024-03-15 00:00:00,C00728097,CASTRO FOR AMERICA
P40007338,2024,"HAMILTON, JUSTIN EDWARD",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00803064},,C00803064,HAMILTON FOR PRESIDENT
P40007346,2024,"HEIDENREICH, ALEXANDER JOSEPH SEAN",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00803304},,C00803304,COMMITTEE FOR ALEXANDER JS HEIDENREICH FOR US PRESIDENT
P40007353,2024,"NICHOLS, ASHAKI NONI MRS",INDEPENDENT,,P,0.0,0.0,0.0,{C00805143},,C00805143,ASHAKI NONI NICHOLS FOR PRESIDENT
P40007395,2024,"DRAKE, PHILLIP",INDEPENDENT,Challenger,P,0.00,0.00,0.00,{C00821306},2023-07-10 00:00:00,C00821306,PHILLIP DRAKE FOR THE PEOPLE
P40007403,2024,"LOGRASSO, JOHN PHILIP",UNKNOWN,,P,0.0,0.0,0.0,{C00805754},,C00805754,
P40007429,2024,"ABRAHAM, TERRANCE MORKEECH",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00806166},,C00806166,TERRANCE MORKEECH ABRAHAM 2024 FOR PRESIDENT
P40007437,2024,"EMERSON, DAVID",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00806422},,C00806422,DAVID K EMERSON FOR PRESIDENT
P40007502,2024,"PARKER, JACOB MATTHEW MR.",INDEPENDENT,Challenger,P,0.00,0.00,0.00,{C00808543},2022-03-31 00:00:00,C00808543,PARKER FOR US
P40007569,2024,"CHOWEN, DEREK",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00809988},,C00809988,COMMITTEE TO ELECT DEREK CHOWEN PRESIDENT 2024
P40007577,2024,"HOFF, SAMUEL B DR",INDEPENDENT,Challenger,P,0.00,0.00,0.00,{C00810028},2024-12-31 00:00:00,C00810028,AMERICA WILL SOAR WITH HOFF IN '24
P40007635,2024,"GIBSON, DAVID",AMERICAN INDEPENDENT CONSERVATIVE,Challenger,P,0.0,0.0,0.0,{C00810531},,C00810531,DAVID GIBSON
P40007650,2024,"RUOHO, MICHAEL JEFFREY",REPUBLICAN PARTY,,P,0.0,0.0,0.0,{C00819672},,C00819672,MIKE RUOHO FOR SENATE
P40007676,2024,"SMYTH, HERBERT EZEKIEL ZEKE",DEMOCRATIC PARTY,Challenger,P,0.00,0.00,0.00,{C00811398},2024-12-31 00:00:00,C00811398,HERBERT EZEKIEL SMYTH
P40007700,2024,"SAUNDERS, SCOTT EARNEST MR SR",AMERICAN INDEPENDENT CONSERVATIVE,Challenger,P,0.0,0.0,0.0,{C00812693},,C00812693,SCOTT E SAUNDERS
P40007718,2024,"AGORKLE, ROLAND KWADWO DELA PROF.",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00832634},,C00832634,THE ROLAND CAMPAIGN COMMITTEE
P40007734,2024,"TER MAAT, MICHAEL",LIBERTARIAN PARTY,Challenger,P,390525.43,389014.75,1510.68,{C00812966},2024-12-31 00:00:00,C00812966,MIKE TER MAAT FOR PRESIDENT
P40007759,2024,"HOOPER, ALEXANDER HOOPER",NO PARTY AFFILIATION,Challenger,P,0.0,0.0,0.0,{C00813105},,,
P40007882,2024,"STASEVICH, JON EDWARD",INDEPENDENT,Challenger,P,4812.25,1542.52,2149.73,{C00814335},2023-04-13 00:00:00,C00814335,JON EDWARD STASEVICH FOR PRESIDENT 2024 CAMPAIGN COMMITTEE
P40007924,2024,"ROCKER, PAMELA",INDEPENDENT AMERICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00818120},,C00818120,PAMELA ROCKER HUMAN RACE PRESIDENTIAL CAMPAIGN 2024
P40007940,2024,"MCKENZIE, JACOB WILLIAM MR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00814822},,C00814822,JMPCOMMITTEE
P40007957,2024,"ROBINSON, SHEILA",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00815324},,C00815324,NONE OF THEM 2024 SHEILA ROBINSON
P40008005,2024,"HANNON, DEVONE THE",,Challenger,P,0.0,0.0,0.0,{C00815597},,C00815597,THE D
P40008021,2024,"OLKOWSKI, CHRISTOPHER J",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00815712},,C00815712,OLKOWSKI
P40008039,2024,"PALMER, SCOTT CONROY MR.",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00815811},,C00815811,SCOTT C. PALMER FOR PRESIDENT 2024
P40008062,2024,"ENDRES, WYATT",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00816249},,C00816249,WYATT FOR PRESIDENT
P40008070,2024,"JOHNSON, DARIN",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00816413},,C00816413,DARING DUDES OF DARIN JOHNSON
P40008096,2024,"KIRKPATRICK, RYAN P",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00817080},,C00817080,RYAN KIRKPATRICK
P40008112,2024,"CONRAD, AUDREY",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00817213},,C00817213,AUDREY CONRAD
P40008120,2024,"TIPPETT, EVETTE RECHELLE",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00817221},,C00817221,EVETTE TIPPETT
P40008153,2024,"STEWART, JON",LIBERTARIAN PARTY,,P,0.0,0.0,0.0,{C00817577},,C00817577,JON STEWART 2024
P40008179,2024,"ROCO, JOHN PACIFICO",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00817833},,C00817833,JOHN ROCO 4 US PRESIDENT
P40008187,2024,"ZAYAS, MICHAEL MR.",INDEPENDENT,Challenger,P,0.0,0.0,0.0,"{C00780908,C00817841}",,C00817841,MICHAEL ZAYAS FOR POTUS 2024
P40008203,2024,"ABAIR, REBECCA GAIL MS.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,"{C00818385,C00864736}",,C00864736,REBECCA GAIL ABAIR
P40008229,2024,"FARBER, STUART DR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00818575},,C00818575,COMMITTEE TO ELECT STUART FARBER PRESIDENT OF THE UNITED STATES
P40008252,2024,"FRANCIS, DANIEL PAUL MR",NON-PARTY,Challenger,P,0.0,0.0,0.0,{C00819078},,C00819078,DAN DAN FOR POTUS
P40008286,2024,"BRANCH, MARCUS ALEXANDER",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00819193},,C00819193,BRANCH FOR PESIDENT
P40008328,2024,"MEIRING, ERIC RICHARD REV",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00819375},,C00819375,ERIC MEIRING FOR PRESIDENT
P40008336,2024,"ZEDAN, JOSEPH",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00819532},,C00819532,JOEY Z FOR PRESIDENT
P40008351,2024,"HAMBY, ETHAN WITZLING",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00820803},,C00820803,COMMITTEE TO ELECT HAXBE 2024
P40008393,2024,"PARKER, BRANDON HUGH",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00819821},,C00819821,B PARKER 2024
P40008419,2024,"BUNEA, NICOLAE ALBERT",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00820217},,C00820217,NICOLAE ALBERT BUNEA
P40008468,2024,"DEFELICE, GERALD T MR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00785667},,C00785667,GERALD THOMAS DEFELICE FOR PRESIDENT  OF THE UNITED STATES OF AMERICA
P40008476,2024,"VILLAVERDE MORSE, MS MARY ANN",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00823716},,C00823716,REPULICAN COMMITTEE MARY ANN MORSE
P40008518,2024,"JENKINS, DOUG",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00805705},,C00805705,DOUG JENKINS FOR PRESIDENT
P40008526,2024,"GRAUWELMAN, MARK STEPHEN",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00821108},,C00821108,MARK GRAUWELMAN FOR PRESIDENT
P40008534,2024,"DRAKE, PHILLIP",INDEPENDENT,Challenger,P,0.00,0.00,0.00,{C00821306},2023-07-10 00:00:00,C00821306,PHILLIP DRAKE FOR THE PEOPLE
P40008583,2024,"KORN, BRIAN",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00822270},,C00822270,BRIAN KORN
P40008591,2024,"COOKSEY, MARTE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00823005},,C00823005,COOKSEY FOR PRESIDENT 2024
P40008617,2024,"KWIATKOWSKI, ANDREW ROBERT",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00822411},,C00822411,ANDREW KWIATKOWSKI
P40008641,2024,"DVORAK, JOHN",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00822635},,C00822635,JOHN DVORAK FOR PRESIDENT OF THE UNITED STATES OF AMERICA
P40008658,2024,"FAMILONI, JACOB TAIWO",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00823732},,C00823732,JACOB FAMILONI FOR PRESIDENT OF UNITED STATES
P40008690,2024,"WINTERS, LASHONDRA DIONNE MRS",,Challenger,P,0.0,0.0,0.0,{C00822817},,C00822817,LASHONDRA  WINTERS
P40008716,2024,"MARCELLINI, MARK ROBERT",,,P,1000.00,0.00,1000.00,"{C00822791,C00826891}",2022-12-31 00:00:00,C00826891,THE PEOPLE'S LIFE NATIONAL COMMITTEE
P40008724,2024,"DWYER, ANGELA JOYCE",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00823328},,C00823328,HELP ELECT ANGELA DWYER FOR PRESIDENT OF THE UNITED STATES 2024
P40008765,2024,"HUDSON, ANTHONY JASON JASON",NON-PARTY,,P,0.0,0.0,0.0,{C00823435},,C00823435,ANTHONY HUDSON FOR US CONGRESS 2024
P40008773,2024,"WALLS-WINDHAUSER, ANGELA MARIE",REPUBLICAN PARTY,,P,0.0,0.0,0.0,{C00611756},,C00611756,ANGELA WALLS-WINDHAUSER FOR US PRESIDENT 2024
P40008781,2024,"MCBRIDE, ADAM DR.",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00823567},,C00823567,MCBRIDE FOR PRESIDENT
P40008823,2024,"SIMMONS, KERRY",UNKNOWN,Challenger,P,0.0,0.0,0.0,{C00824623},,C00824623,KERRY SIMMONS FOR PRESIDENT
P40008849,2024,"CARTER, GREGORY MARCUS MR",INDEPENDENT,Challenger,P,8775.22,8089.72,661.46,{C00824169},2023-09-30 00:00:00,C00824169,MARCUS CARTER FOR PRESIDENT
P40008880,2024,"SCHAFER, SCOTT PRESTON MR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00824417},,C00824417,TAKE AMERICA BACK FRIENDS
P40008898,2024,"GAMBINO, CRUSIFICIO AARON EVERETT MR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00824516},,C00824516,MINNESOTANS FOR GAMBINO
P40008922,2024,"SCHAUFELE, JOE",NO PARTY AFFILIATION,Challenger,P,0.0,0.0,0.0,{C00825125},,C00825125,JOE SCHAUFELE FOR PRESIDENT
P40008948,2024,"RUSSELL, CHRISTOPHER ROBERT",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00825224},,C00825224,CHRIS RUSSELL FOR PRESIDENT
P40008963,2024,"GLASS, ANGELA",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00829341},,C00829341,ANGELA GLASS 2024
P40009037,2024,"PELUSI, RALPH ANTHONY MR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00826438},,C00826438,PELUSI FOR PRESIDENT
P40009078,2024,"NASH, EDWARD LEE MR JR",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00826172},,C00826172,EDWARD NASH COMMITTEE TO ELECT FOR   PRESIDENT
P40009086,2024,"RICHARDS, ETHAN R MR.",UNKNOWN,Challenger,P,0.0,0.0,0.0,{C00850370},,C00850370,ETHAN RICHARDS FOR PRESIDENT 2024
P40009110,2024,"JOHNSON, MATTIE JOY MS",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00826446},,C00826446,MS JOHNSON FOR PRES
P40009144,2024,"STAPLETON, COREY",REPUBLICAN PARTY,Challenger,P,15350.05,15350.05,0.00,{C00826586},2023-12-31 00:00:00,C00826586,COREY STAPLETON FOR AMERICA
P40009169,2024,"ABAIR, REBECCA GAIL MS. PHD",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,"{C00818385,C00864736}",,C00864736,REBECCA GAIL ABAIR
P40009201,2024,"FARMS, WILLIAM",INDEPENDENT,,P,0.0,0.0,0.0,{C00827378},,C00827378,MENTAL PATIENT WILLIAM FARMS FOR PRESIDENT
P40009243,2024,"WICK, RANDALL",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00827873},,C00827873,WICK FOR PRESIDENT
P40009276,2024,"MCCALLISTER, SHAWNA LYN MISS",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00827857},,C00827857,CONTROLLED (SHAWNA MCCALLISTER)
P40009292,2024,"LERMA, ANDREAS",OTHER,Challenger,P,0.0,0.0,0.0,"{C00829085,C00859744}",,C00859744,ANDREAS 2024
P40009375,2024,"BAIZE, ZANE",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00828160},,C00828160,ZANE FOR PRESIDENT
P40009391,2024,"LOZADA, FRANK J",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00832543},,C00832543,FRANKIE LOZADA FOR PRESIDENT
P40009409,2024,"BOERNER, ERIC JON",REPUBLICAN PARTY,Challenger,P,33297.77,33297.77,0.00,{C00828293},2023-09-25 00:00:00,C00828293,BOERNERTHEUSA
P40009425,2024,"HARVEY, TERRANCE JAMES",DEMOCRATIC PARTY,,P,0.0,0.0,0.0,{C00725374},,C00725374,
P40009433,2024,"MURPHY, MATTHEW JOSEPH MR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00828285},,C00828285,MURPHY FOR PRESIDENT
P40009458,2024,"ZORC, TONY",INDEPENDENT,Challenger,P,100660.00,69391.76,31268.24,{C00828590},2023-04-30 00:00:00,C00828590,TONY ZORC FOR PRESIDENT
P40009524,2024,"MONROE, DUSTIN ARRON MR",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00828574},,C00828574,MONROE 2024
P40009565,2024,"TRAN, JONATHAN TUAN",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00828582},,C00828582,
P40009599,2024,"OHLSON, DANIEL ALBERT MR JR",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00828616},,C00828616,DANIEL OHLSON
P40009623,2024,"BHARARA, SHABADJOT SINGH MR",DEMOCRATIC PARTY,Challenger,P,0.00,0.00,0.00,{C00828632},2024-02-12 00:00:00,C00828632,BHARARA FOR AMERICA
P40009649,2024,"SANTIAGO, FREDERICK",INDEPENDENCE PARTY,Challenger,P,0.0,0.0,0.0,{C00828657},,C00828657,FREDERICK SANTIAGO
P40009706,2024,"MEYER, JULIE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00828822},,C00828822,JULIE MEYER FOR PRESIDENT
P40009714,2024,"DAVIS, KRISTOPHER LEE",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00828814},,C00828814,DAVIS FOR 2024
P40009730,2024,"DOCTOR, JEROME",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00828855},,C00828855,JEROME DOCTOR
P40009755,2024,"THOMAS, GREGORY MARQUIS",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00839555},,C00839555,GREGORY M THOMAS
P40009763,2024,"LUPPINO, NICHOLAS",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00828913},,C00828913,POLITICAL DEVELOPMENT COMPANY
P40009797,2024,"DAVIS, EARL WILLIAM II",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00829036},,C00829036,EARL FOR PRESIDENT
P40009839,2024,"MULINS, DENNIS MR",CONSERVATIVE PARTY,Challenger,P,0.0,0.0,0.0,{C00829051},,C00829051,TEAMUNITE
P40009888,2024,"FARBER, STUART ROSS",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00829200},,C00829200,COMMITTEE TO ELECT STUART ROSS FARBER MD PRESIDENT OF THE UNITED STATES
P40009904,2024,"MCCARTY, RYAN",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00829226},,C00829226,RYAN MCCARTY
P40009979,2024,"MARCY, CARRIE MAE MISS",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,"{C00829556,C00893115}",,C00893115,CARRIE MAE MARCY FOR PRESIDENT 2028
P40010019,2024,"TEAGUE, ALICE YVONNE MS",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00829283},,C00829283,ALICE YANCY TEAGUE CAMPAIGN FOR PRESIDENT
P40010035,2024,"WHITE, DARRYL CEDRIC MR",NON-PARTY,Challenger,P,0.0,0.0,0.0,{C00829622},,C00829622,DARRYL C WHITE COMMITTEE
P40010050,2024,"FRIEND, BRIAN",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00795369},,C00795369,BRIAN FRIEND 2022
P40010076,2024,"O'DONNELL, ANDREW JOESPH",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,"{C00829739,C00841791}",,C00841791,THE MARIJUANA PARTY FOR ANDREW JOSEPH O'DONNELL
P40010084,2024,"INSELMAN, WESLEY TODD",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00830000},,C00830000,WESLEY INSELMAN FOR AMERICA COMMITTEE
P40010100,2024,"COLLINS, JOSEPH",REPUBLICAN PARTY,Challenger,P,165.00,165.00,0.00,{C00830059},2023-12-31 00:00:00,C00830059,JOSEPH COLLINS FOR PRESIDENT
P40010142,2024,"DAVIES, KEVIN ALEXANDER",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00830141},,C00830141,KEVIN DAVIES FOR PRESIDENT
P40010175,2024,"CORSON, JESSE ANDREW",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00830299},,C00830299,JESSE ANDREW CORSON FOR PRESIDENT
P40010183,2024,"FARMS, WILLIAM",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,"{C00830760,C00833699}",,C00833699,WILLIAM FARMS FBI INFORMANT
P40010191,2024,"HARTLIEP, BRADLEY SCOTT HRH GENERAL",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00830372},,C00830372,THE BRADLEY SCOTT HARTLIEP FOR BLUE COLLAR AMERICA COMMITTEE
P40010225,2024,"JOHNSON, CHRISTEN ERIKA",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00830430},,C00830430,COMMITTEE FOR CHRISTEN E. JOHNSON
P40010241,2024,"SULLIVAN, CHARLES TODD MR.",NO PARTY AFFILIATION,Challenger,P,0.0,0.0,0.0,{C00831370},,C00831370,CHARLES TODD SULLIVAN PRESIDENT 2024
P40010274,2024,"ASTELLO, JENNIFER",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00842773},,C00842773,JENNIFER ASTELLO FOR PRESIDENT 2024
P40010282,2024,"LARKEY, CHAD S.",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00830562},,C00830562,CHAD LARKEY
P40010290,2024,"JONES, BRITTANY NICHOLE",UNAFFILIATED,Challenger,P,57936.40,49960.19,7976.21,{C00831149},2023-12-31 00:00:00,C00831149,JONES FOR PRESIDENT 2024
